inspection_date,vehicle_id,vehicle_age_years,mileage_km,service_gap_months,brake_wear_percent,engine_alerts_90d,vibration_index,battery_voltage,avg_engine_temp_c,prior_failures,harsh_braking_events_30d,failure_probability_hidden,failure_next_30_days
2025-02-02 00:00:00,VH-0392,4.75,72762,7.51,33.55,0,0.54,12.8,91.05,1,4,0.0051,0
2025-02-02 06:00:00,VH-0393,3.3,41697,9.59,22.61,2,3.22,12.67,94.16,0,7,0.0126,0
2025-02-02 12:00:00,VH-0394,6.18,100949,4.75,46.55,4,3.13,12.79,94.29,0,5,0.154,0
2025-02-02 18:00:00,VH-0395,6.38,94599,4.01,58.36,2,5.85,12.52,94.27,2,3,0.1706,0
2025-02-03 00:00:00,VH-0396,6.03,81947,1.42,56.88,3,5.53,13.08,100.51,1,11,0.0898,0
2025-02-03 06:00:00,VH-0397,5.82,79457,5.78,53.94,1,3.23,12.79,99.01,0,5,0.0102,0
2025-02-03 12:00:00,VH-0398,9.3,158777,0.99,71.65,0,5.25,12.75,89.37,1,13,0.152,0
2025-02-03 18:00:00,VH-0399,2.42,54937,12.71,32.08,0,5.01,12.21,83.94,1,6,0.0145,0
2025-02-04 00:00:00,VH-0400,5.06,85005,4.93,16.27,1,5.68,12.67,100.46,1,3,0.0134,0
2025-02-04 06:00:00,VH-0401,8.14,105662,2.58,55.43,3,4.51,11.8,102.73,2,10,0.3043,0
2025-02-04 12:00:00,VH-0402,8.49,129589,3.4,31.14,1,2.61,12.9,92.71,2,6,0.0313,0
2025-02-04 18:00:00,VH-0403,1.5,23831,6.1,2.37,1,2.75,12.54,99.74,0,6,0.002,0
2025-02-05 00:00:00,VH-0404,4.39,57476,3.86,34.02,1,4.78,12.47,93.43,1,1,0.0091,0
2025-02-05 06:00:00,VH-0405,8.73,137461,5.4,64.13,1,7.01,11.86,88.36,0,4,0.2218,0
2025-02-05 12:00:00,VH-0406,6.52,75804,2.28,36.28,1,4.17,12.54,84.92,2,4,0.0065,0
2025-02-05 18:00:00,VH-0407,5.71,90778,11.21,64.79,1,3.78,12.28,84.68,0,5,0.0635,0
2025-02-06 00:00:00,VH-0408,4.63,70614,3.45,45.61,0,6.38,13.27,91.21,0,3,0.0013,0
2025-02-06 06:00:00,VH-0409,4.2,56236,0.7,32.58,0,4.23,13.03,87.78,3,5,0.0081,0
2025-02-06 12:00:00,VH-0410,5.95,86985,4.11,61.82,3,3.48,12.36,91.05,0,4,0.1575,1
2025-02-06 18:00:00,VH-0411,4.54,84856,3.05,63.3,1,4.2,12.07,90.97,1,19,0.0483,0
2025-02-07 00:00:00,VH-0412,5.09,79037,10.73,48.85,2,5.44,11.63,97.81,0,5,0.0846,0
2025-02-07 06:00:00,VH-0413,5.4,64641,2.59,28.9,0,3.85,12.25,87.19,0,5,0.0032,0
2025-02-07 12:00:00,VH-0414,3.44,31199,3.81,21.15,1,4.52,12.23,88.08,1,7,0.0054,0
2025-02-07 18:00:00,VH-0415,6.58,116657,6.22,37.09,1,3.07,12.57,88.53,1,6,0.0081,0
2025-02-08 00:00:00,VH-0416,12.78,107374,8.1,51.05,2,3.32,11.98,97.06,2,4,0.1298,0
2025-02-08 06:00:00,VH-0417,0.58,14443,13.26,9.91,2,2.99,12.64,91.94,0,4,0.0046,0
2025-02-08 12:00:00,VH-0418,6.04,126579,2.77,53.61,2,4.68,12.24,94.54,1,5,0.045,0
2025-02-08 18:00:00,VH-0419,3.22,63862,12.32,41.08,3,4.78,12.55,102.36,1,4,0.115,0
2025-02-09 00:00:00,VH-0420,6.7,85371,10.46,20.87,0,4.79,11.84,104.61,2,6,0.1909,0
2025-02-09 06:00:00,VH-0421,5.32,74198,3.01,26.02,3,7.03,12.57,98.92,1,10,0.1328,0
2025-02-09 12:00:00,VH-0422,7.18,103840,2.73,44.37,0,3.62,12.79,92.51,3,5,0.0721,0
2025-02-09 18:00:00,VH-0423,8.26,140145,7.17,61.17,4,5.16,12.2,90.26,3,9,0.687,0
2025-02-10 00:00:00,VH-0424,5.7,101382,5.31,43.76,2,3.98,12.68,94.63,0,9,0.0192,0
2025-02-10 06:00:00,VH-0425,8.14,126029,7.16,54.14,1,5.86,11.64,92.64,1,11,0.3923,0
2025-02-10 12:00:00,VH-0426,0.3,6722,4.21,11.63,0,4.41,12.16,94.67,0,4,0.0017,0
2025-02-10 18:00:00,VH-0427,9.34,138546,5.7,43.9,3,4.83,12.41,92.66,5,9,0.8539,1
2025-02-11 00:00:00,VH-0428,6.18,77056,4.95,35.66,3,6.66,12.87,96.53,0,7,0.0266,0
2025-02-11 06:00:00,VH-0429,8.0,92634,7.09,44.39,3,4.06,12.26,97.26,1,10,0.2626,0
2025-02-11 12:00:00,VH-0430,2.03,29739,2.65,23.57,0,4.56,13.56,99.77,1,12,0.0057,0
2025-02-11 18:00:00,VH-0431,3.04,15585,6.02,24.21,1,5.01,12.16,99.72,0,6,0.0121,0
2025-02-12 00:00:00,VH-0432,5.58,64964,13.08,43.33,1,2.74,12.1,97.1,0,7,0.2767,0
2025-02-12 06:00:00,VH-0433,5.16,55241,12.6,43.44,0,4.39,12.42,93.83,2,13,0.2217,0
2025-02-12 12:00:00,VH-0434,5.94,99361,6.51,41.45,2,1.94,12.64,89.61,0,4,0.0212,0
2025-02-12 18:00:00,VH-0435,8.02,91847,2.6,27.79,3,5.58,12.25,98.63,1,5,0.0914,0
2025-02-13 00:00:00,VH-0436,0.61,20219,17.17,39.58,0,2.32,12.16,85.3,0,14,0.0134,0
2025-02-13 06:00:00,VH-0437,7.73,97894,7.09,53.22,1,5.04,12.58,90.89,2,10,0.0796,1
2025-02-13 12:00:00,VH-0438,5.22,65861,16.11,27.13,2,5.05,12.33,102.22,2,8,0.2546,0
2025-02-13 18:00:00,VH-0439,4.67,62805,7.29,40.96,3,5.56,12.42,97.67,1,8,0.0592,0
2025-02-14 00:00:00,VH-0440,1.38,21976,0.43,37.68,2,4.69,13.08,94.28,1,3,0.0015,0
2025-02-14 06:00:00,VH-0441,6.51,92117,17.1,67.54,3,4.82,12.13,96.39,0,13,0.4997,1
2025-02-14 12:00:00,VH-0442,0.3,3000,9.51,21.94,1,3.03,12.7,90.45,0,7,0.0023,0
2025-02-14 18:00:00,VH-0443,6.89,92104,5.55,59.5,0,4.15,12.39,79.3,2,6,0.1316,0
2025-02-15 00:00:00,VH-0444,1.32,23109,1.1,10.71,2,2.7,12.61,85.83,0,5,0.0002,0
2025-02-15 06:00:00,VH-0445,5.34,77297,10.2,41.72,3,4.39,12.1,97.48,1,1,0.2381,0
2025-02-15 12:00:00,VH-0446,4.89,50371,7.24,29.72,1,3.65,12.34,86.62,1,7,0.0173,0
2025-02-15 18:00:00,VH-0447,8.24,116099,20.25,58.39,5,4.6,12.01,96.76,3,6,0.9827,1
2025-02-16 00:00:00,VH-0448,4.74,69416,15.09,59.03,0,2.23,11.68,82.98,0,12,0.0467,0
2025-02-16 06:00:00,VH-0449,3.4,30271,15.81,30.46,1,2.44,12.73,87.03,0,7,0.0621,0
2025-02-16 12:00:00,VH-0450,3.88,20116,6.39,13.03,1,0.45,12.61,89.61,0,3,0.0004,0
2025-02-16 18:00:00,VH-0451,8.51,130725,6.19,43.69,2,4.7,11.96,97.77,1,8,0.1005,0
2025-02-17 00:00:00,VH-0452,6.59,102478,7.3,69.77,1,4.88,12.99,97.46,2,11,0.2394,0
2025-02-17 06:00:00,VH-0453,4.2,55567,3.28,41.53,1,1.31,12.68,86.38,1,0,0.0039,0
2025-02-17 12:00:00,VH-0454,4.59,73853,5.67,46.46,2,4.62,12.12,94.64,1,9,0.0633,0
2025-02-17 18:00:00,VH-0455,1.13,11136,4.87,17.36,0,3.2,13.36,82.47,0,3,0.0003,0
2025-02-18 00:00:00,VH-0456,6.21,66604,12.09,42.03,1,2.94,12.8,91.15,0,1,0.029,0
2025-02-18 06:00:00,VH-0457,0.62,5447,13.71,7.86,3,3.37,12.3,98.65,0,2,0.0171,0
2025-02-18 12:00:00,VH-0458,7.15,92937,8.7,51.69,3,5.82,12.24,94.78,1,9,0.2833,1
2025-02-18 18:00:00,VH-0459,5.53,69252,2.86,25.54,1,3.18,12.44,97.57,0,2,0.0116,0
2025-02-19 00:00:00,VH-0460,11.41,112012,17.81,48.69,1,4.7,11.21,95.94,1,8,0.7829,1
2025-02-19 06:00:00,VH-0461,2.34,39940,10.17,22.77,1,4.17,12.72,92.69,0,4,0.005,0
2025-02-19 12:00:00,VH-0462,4.93,72929,6.96,2.0,0,3.19,12.83,88.35,1,7,0.0075,0
2025-02-19 18:00:00,VH-0463,9.88,118218,8.16,50.78,0,5.52,12.43,88.09,2,9,0.0598,0
2025-02-20 00:00:00,VH-0464,8.3,167724,1.69,59.63,4,6.19,12.47,89.4,0,11,0.0614,0
2025-02-20 06:00:00,VH-0465,3.39,66332,4.88,36.2,1,3.87,13.0,84.86,0,9,0.0029,0
2025-02-20 12:00:00,VH-0466,5.78,101504,12.77,49.74,1,6.87,11.94,97.81,1,5,0.1794,1
2025-02-20 18:00:00,VH-0467,5.21,79573,1.61,64.08,0,5.1,13.28,98.12,1,10,0.0301,0
2025-02-21 00:00:00,VH-0468,5.93,121848,1.56,59.73,2,3.23,12.33,87.01,1,4,0.0439,0
2025-02-21 06:00:00,VH-0469,3.38,61688,10.21,41.29,1,3.68,12.31,91.58,1,15,0.128,0
2025-02-21 12:00:00,VH-0470,4.97,42117,7.77,37.11,3,6.67,12.31,87.66,0,9,0.0369,0
2025-02-21 18:00:00,VH-0471,1.05,25092,1.63,36.3,0,2.5,12.67,84.36,0,7,0.0008,0
2025-02-22 00:00:00,VH-0472,5.55,97566,4.56,53.94,1,4.53,12.49,92.96,1,6,0.0887,0
2025-02-22 06:00:00,VH-0473,6.37,89328,6.96,49.3,2,5.78,12.36,91.1,2,5,0.2259,0
2025-02-22 12:00:00,VH-0474,4.61,70240,6.39,48.48,0,4.63,12.61,80.74,0,7,0.0162,0
2025-02-22 18:00:00,VH-0475,1.0,6275,7.34,2.0,0,4.07,12.47,98.63,0,7,0.0011,0
2025-02-23 00:00:00,VH-0476,7.77,118245,4.31,80.02,1,5.43,12.48,91.87,1,7,0.318,0
2025-02-23 06:00:00,VH-0477,6.15,95786,6.62,67.01,1,4.47,12.08,86.11,1,10,0.0555,0
2025-02-23 12:00:00,VH-0478,3.31,36623,8.69,32.05,1,2.99,12.84,91.54,0,6,0.0015,0
2025-02-23 18:00:00,VH-0479,4.47,45830,8.24,15.37,2,4.5,12.78,92.65,1,10,0.0142,0
2025-02-24 00:00:00,VH-0480,1.3,21480,4.4,39.24,0,3.04,12.81,91.63,0,7,0.0012,0
2025-02-24 06:00:00,VH-0481,2.53,42171,9.24,22.85,1,3.37,12.39,89.38,0,9,0.0072,0
2025-02-24 12:00:00,VH-0482,3.8,48126,2.59,39.45,0,5.22,12.82,92.18,0,4,0.0042,0
2025-02-24 18:00:00,VH-0483,8.39,91892,3.4,31.32,1,4.02,12.1,96.13,0,3,0.0064,0
2025-02-25 00:00:00,VH-0484,3.54,38835,10.2,56.85,3,5.88,12.54,88.55,1,13,0.0951,0
2025-02-25 06:00:00,VH-0485,6.86,73695,9.11,23.72,4,5.0,12.31,92.63,2,6,0.5131,1
2025-02-25 12:00:00,VH-0486,3.8,45111,4.7,32.92,0,3.54,13.57,93.97,0,6,0.0013,0
2025-02-25 18:00:00,VH-0487,5.84,67354,3.34,13.58,0,2.13,12.14,86.31,0,8,0.0008,0
2025-02-26 00:00:00,VH-0488,4.83,70022,3.7,39.39,1,6.28,11.68,92.13,1,11,0.0568,0
2025-02-26 06:00:00,VH-0489,7.47,90155,8.44,41.07,4,4.92,12.12,93.71,2,4,0.2255,0
2025-02-26 12:00:00,VH-0490,3.81,68004,7.4,52.9,1,1.86,11.99,88.29,1,2,0.0103,0
2025-02-26 18:00:00,VH-0491,1.11,12699,3.18,16.86,2,4.69,12.6,90.68,0,3,0.003,0
2025-02-27 00:00:00,VH-0492,1.61,14122,9.07,36.08,2,3.67,12.22,86.34,1,4,0.0082,0
2025-02-27 06:00:00,VH-0493,3.82,54934,4.55,22.88,3,3.42,12.34,96.21,0,4,0.0024,0
2025-02-27 12:00:00,VH-0494,1.95,35082,2.66,25.58,1,4.7,12.44,97.06,1,6,0.0039,0
2025-02-27 18:00:00,VH-0495,6.27,105061,4.0,47.69,1,2.0,12.86,89.52,1,6,0.0124,0
2025-02-28 00:00:00,VH-0496,3.99,59508,5.98,42.54,1,3.33,12.59,95.81,0,6,0.0193,0
2025-02-28 06:00:00,VH-0497,11.37,172867,8.86,76.44,1,5.0,12.47,89.45,0,11,0.3231,1
2025-02-28 12:00:00,VH-0498,0.68,7286,8.48,28.94,1,4.31,12.76,88.81,1,3,0.01,0
2025-02-28 18:00:00,VH-0499,5.73,89073,5.21,49.04,2,6.79,12.85,96.25,1,8,0.0453,0
2025-03-01 00:00:00,VH-0500,2.27,32772,6.48,36.18,1,3.5,12.6,93.29,1,3,0.0093,0
2025-03-01 06:00:00,VH-0501,3.92,49986,4.89,22.85,2,4.58,13.2,92.52,0,7,0.0018,0
2025-03-01 12:00:00,VH-0502,5.57,33711,3.18,33.2,1,6.5,12.75,96.03,0,5,0.0173,0
2025-03-01 18:00:00,VH-0503,0.3,3000,5.35,38.24,2,3.6,12.58,86.16,0,6,0.0031,0
2025-03-02 00:00:00,VH-0504,5.82,95694,1.09,27.74,1,4.91,12.84,90.34,0,6,0.0034,0
2025-03-02 06:00:00,VH-0505,10.15,158045,13.88,73.26,3,4.26,12.05,99.15,1,10,0.8429,1
2025-03-02 12:00:00,VH-0506,4.02,78355,6.36,50.61,0,6.03,12.53,95.83,1,8,0.0279,0
2025-03-02 18:00:00,VH-0507,5.88,69612,7.59,57.29,2,3.62,12.49,96.79,1,5,0.0517,0
2025-03-03 00:00:00,VH-0508,7.86,93105,3.29,55.81,0,4.5,12.71,95.36,0,3,0.006,0
2025-03-03 06:00:00,VH-0509,4.77,67660,6.33,40.35,3,4.73,11.81,92.7,0,5,0.1287,0
2025-03-03 12:00:00,VH-0510,3.69,52357,7.07,39.52,1,4.05,12.48,82.9,2,6,0.0259,0
2025-03-03 18:00:00,VH-0511,0.3,13212,4.72,13.31,0,2.91,13.1,88.16,0,10,0.0003,0
2025-03-04 00:00:00,VH-0512,6.87,131912,4.9,54.57,2,5.27,12.55,96.61,0,6,0.0852,0
2025-03-04 06:00:00,VH-0513,4.91,53999,1.93,18.85,1,5.74,12.26,96.27,0,7,0.0047,0
2025-03-04 12:00:00,VH-0514,2.57,26970,16.77,44.27,3,6.32,11.6,92.73,1,6,0.1175,0
2025-03-04 18:00:00,VH-0515,5.53,92379,3.26,52.27,1,4.23,13.18,86.68,1,6,0.0605,0
2025-03-05 00:00:00,VH-0516,3.68,73148,3.59,29.87,1,3.74,12.62,86.93,0,7,0.002,0
2025-03-05 06:00:00,VH-0517,3.83,62143,14.45,40.68,3,3.62,12.94,91.29,0,6,0.0293,0
2025-03-05 12:00:00,VH-0518,6.78,102172,7.83,63.84,2,7.38,12.68,85.0,0,2,0.1104,0
2025-03-05 18:00:00,VH-0519,1.72,13044,8.91,33.99,0,3.47,12.4,87.1,1,9,0.0051,0
2025-03-06 00:00:00,VH-0520,7.92,48740,1.82,22.1,1,5.04,11.6,92.16,1,3,0.0109,0
2025-03-06 06:00:00,VH-0521,1.57,20694,6.27,2.0,2,4.49,12.59,92.55,0,6,0.0024,0
2025-03-06 12:00:00,VH-0522,3.48,54918,1.84,39.91,0,6.02,12.73,89.36,0,8,0.0009,0
2025-03-06 18:00:00,VH-0523,10.2,120206,2.89,44.92,0,4.29,12.47,86.7,1,8,0.0453,0
2025-03-07 00:00:00,VH-0524,8.13,120033,18.31,62.98,0,3.43,11.67,86.85,0,11,0.4457,1
2025-03-07 06:00:00,VH-0525,5.45,109044,2.47,63.48,0,6.27,12.67,88.36,2,5,0.0197,0
2025-03-07 12:00:00,VH-0526,2.75,35770,8.63,42.54,1,4.68,12.68,95.27,1,14,0.0433,0
2025-03-07 18:00:00,VH-0527,3.82,58742,2.67,57.29,3,4.85,13.05,94.62,2,9,0.038,0
2025-03-08 00:00:00,VH-0528,5.39,88382,2.94,60.46,1,5.9,12.5,108.18,1,8,0.0515,0
2025-03-08 06:00:00,VH-0529,5.3,62730,25.38,58.6,2,4.77,12.2,91.52,0,6,0.6668,1
2025-03-08 12:00:00,VH-0530,4.96,67403,5.23,55.61,1,5.7,12.67,94.44,1,3,0.0788,0
2025-03-08 18:00:00,VH-0531,5.12,69345,1.7,57.26,1,4.4,12.96,90.05,0,12,0.0093,0
2025-03-09 00:00:00,VH-0532,4.64,84765,8.87,44.0,1,5.22,12.21,90.34,0,6,0.0112,0
2025-03-09 06:00:00,VH-0533,1.45,4181,12.19,3.83,2,4.13,11.53,100.68,0,4,0.0127,0
2025-03-09 12:00:00,VH-0534,3.86,65744,9.41,68.33,4,4.33,12.45,100.75,0,12,0.217,0
2025-03-09 18:00:00,VH-0535,7.58,101015,4.9,50.32,4,4.84,12.34,87.25,0,10,0.0452,0
2025-03-10 00:00:00,VH-0536,1.64,30312,5.02,42.22,0,3.14,12.37,84.46,0,7,0.001,0
2025-03-10 06:00:00,VH-0537,4.71,74914,3.76,34.81,0,4.3,12.1,89.47,3,9,0.0427,0
2025-03-10 12:00:00,VH-0538,3.07,50504,2.23,45.35,0,3.31,12.56,87.07,0,7,0.0027,0
2025-03-10 18:00:00,VH-0539,5.49,83999,6.98,14.91,0,4.57,12.46,82.74,1,2,0.005,0
2025-03-11 00:00:00,VH-0540,4.19,52526,4.73,29.49,1,4.37,12.66,92.16,1,3,0.0105,0
2025-03-11 06:00:00,VH-0541,9.04,133678,1.86,58.59,2,5.25,11.61,84.03,2,4,0.0924,0
2025-03-11 12:00:00,VH-0542,6.52,74373,5.32,46.79,1,4.43,11.86,92.25,1,11,0.062,0
2025-03-11 18:00:00,VH-0543,1.79,29552,3.27,40.1,0,2.96,13.21,93.13,0,11,0.0003,0
2025-03-12 00:00:00,VH-0544,6.95,75224,6.74,28.38,1,3.93,12.35,95.73,2,4,0.0628,0
2025-03-12 06:00:00,VH-0545,3.19,46165,6.29,40.35,1,2.22,12.65,89.79,0,4,0.006,0
2025-03-12 12:00:00,VH-0546,3.7,68302,4.26,54.06,1,4.02,12.2,98.96,0,3,0.01,1
2025-03-12 18:00:00,VH-0547,6.02,74329,5.5,69.38,2,3.4,12.5,94.16,2,9,0.2,0
2025-03-13 00:00:00,VH-0548,3.92,34875,5.84,37.38,1,3.87,12.49,95.56,1,13,0.019,0
2025-03-13 06:00:00,VH-0549,7.52,65655,10.2,33.0,1,3.4,12.08,87.42,1,10,0.0188,0
2025-03-13 12:00:00,VH-0550,3.19,46904,5.36,17.4,0,1.67,12.16,96.44,2,4,0.0021,0
2025-03-13 18:00:00,VH-0551,3.59,55989,3.83,57.45,2,6.43,12.38,94.0,0,16,0.0288,0
2025-03-14 00:00:00,VH-0552,3.49,36780,4.58,38.34,1,3.56,13.37,99.06,0,7,0.0027,0
2025-03-14 06:00:00,VH-0553,3.73,40629,15.98,30.43,3,5.64,12.25,101.81,0,7,0.0924,1
2025-03-14 12:00:00,VH-0554,8.06,155600,2.75,47.19,3,4.94,12.72,95.96,0,9,0.0197,0
2025-03-14 18:00:00,VH-0555,6.83,86155,4.8,33.75,3,6.4,12.4,97.43,0,6,0.0061,0
2025-03-15 00:00:00,VH-0556,9.65,148649,4.74,72.03,3,4.24,12.19,93.42,1,9,0.599,1
2025-03-15 06:00:00,VH-0557,11.1,186604,4.89,80.56,3,5.99,11.99,91.1,1,12,0.8646,1
2025-03-15 12:00:00,VH-0558,2.52,25449,1.27,2.6,1,2.57,13.29,93.66,0,7,0.0001,0
2025-03-15 18:00:00,VH-0559,5.38,53277,2.17,42.24,2,6.75,12.75,96.9,0,8,0.0062,0
2025-03-16 00:00:00,VH-0560,2.14,33217,4.56,9.56,1,3.5,12.48,83.06,1,7,0.0064,0
2025-03-16 06:00:00,VH-0561,3.18,60211,3.69,53.06,1,4.88,12.58,91.42,0,13,0.002,0
2025-03-16 12:00:00,VH-0562,3.56,49122,6.71,35.85,2,4.56,13.0,97.42,0,4,0.0213,1
2025-03-16 18:00:00,VH-0563,2.45,49702,11.15,27.97,2,4.09,11.58,100.17,0,6,0.0491,0
2025-03-17 00:00:00,VH-0564,2.47,55930,7.07,47.36,1,4.52,12.78,95.29,1,11,0.0185,0
2025-03-17 06:00:00,VH-0565,4.82,74057,5.99,45.38,0,5.38,12.75,83.1,0,7,0.0242,0
2025-03-17 12:00:00,VH-0566,2.04,29480,7.55,43.11,1,4.38,12.43,86.32,0,9,0.0048,0
2025-03-17 18:00:00,VH-0567,7.39,113726,6.38,54.5,4,5.35,12.45,94.54,0,6,0.2309,0
2025-03-18 00:00:00,VH-0568,2.81,32472,5.47,29.81,3,4.62,12.87,101.5,0,8,0.0086,0
2025-03-18 06:00:00,VH-0569,12.5,230828,9.95,86.71,2,8.04,11.57,91.78,2,13,0.93,1
2025-03-18 12:00:00,VH-0570,4.03,71459,4.47,43.49,1,3.76,12.94,96.57,0,9,0.0273,0
2025-03-18 18:00:00,VH-0571,5.39,37557,2.14,50.11,1,1.94,12.73,87.26,1,11,0.0032,0
2025-03-19 00:00:00,VH-0572,1.83,22831,3.6,19.1,2,2.72,12.75,94.82,0,6,0.001,0
2025-03-19 06:00:00,VH-0573,9.64,165002,3.24,77.34,3,4.55,12.38,89.78,3,6,0.742,0
2025-03-19 12:00:00,VH-0574,8.11,111971,18.73,42.43,3,4.1,12.29,93.28,3,7,0.9372,1
2025-03-19 18:00:00,VH-0575,5.97,87289,11.58,20.48,6,4.4,13.16,92.94,0,8,0.0386,0
2025-03-20 00:00:00,VH-0576,1.7,43981,6.04,34.23,1,3.85,12.96,98.54,0,3,0.0098,0
2025-03-20 06:00:00,VH-0577,5.75,54869,3.31,39.59,0,4.06,12.86,86.55,2,4,0.0125,0
2025-03-20 12:00:00,VH-0578,2.28,32132,9.88,26.72,2,4.15,12.68,85.14,1,4,0.0153,0
2025-03-20 18:00:00,VH-0579,9.0,134361,5.88,42.04,2,4.32,12.98,84.83,3,14,0.2189,0
2025-03-21 00:00:00,VH-0580,7.3,101954,4.47,53.51,0,5.33,11.94,90.24,1,6,0.0515,0
2025-03-21 06:00:00,VH-0581,5.45,94006,5.91,50.57,1,4.96,11.92,89.59,0,8,0.0092,0
2025-03-21 12:00:00,VH-0582,0.3,3000,4.56,8.27,0,4.81,12.92,93.65,1,7,0.0019,0
2025-03-21 18:00:00,VH-0583,2.64,38280,7.49,13.72,1,4.65,12.89,90.55,0,4,0.0034,0
2025-03-22 00:00:00,VH-0584,6.99,92473,1.98,43.87,1,4.06,11.63,97.26,2,7,0.0485,0
2025-03-22 06:00:00,VH-0585,8.35,107968,7.45,59.58,2,6.07,12.31,91.91,0,11,0.1717,0
2025-03-22 12:00:00,VH-0586,8.08,88579,4.56,50.68,1,4.64,12.34,96.85,1,10,0.0535,0
2025-03-22 18:00:00,VH-0587,1.06,20785,10.03,13.93,0,4.23,12.95,85.35,0,4,0.0016,0
2025-03-23 00:00:00,VH-0588,5.98,113396,11.75,55.08,0,5.18,12.5,83.07,0,5,0.0679,0
2025-03-23 06:00:00,VH-0589,7.84,121846,13.38,66.72,1,4.61,11.56,87.59,0,9,0.2382,0
2025-03-23 12:00:00,VH-0590,0.89,4949,19.6,5.47,1,3.54,12.08,85.53,0,4,0.0077,0
2025-03-23 18:00:00,VH-0591,5.18,20877,13.09,25.28,3,3.84,12.08,87.92,0,6,0.0704,0
2025-03-24 00:00:00,VH-0592,5.91,95113,9.82,63.8,1,3.58,12.66,93.26,1,7,0.0427,0
2025-03-24 06:00:00,VH-0593,4.42,59335,2.22,21.24,1,1.89,12.81,89.03,2,8,0.0089,0
2025-03-24 12:00:00,VH-0594,0.38,17214,0.61,37.25,0,2.7,12.74,90.06,2,6,0.0015,0
2025-03-24 18:00:00,VH-0595,4.35,42766,10.7,50.79,0,3.87,12.52,92.57,1,6,0.0654,0
2025-03-25 00:00:00,VH-0596,4.35,61674,2.88,34.61,2,5.33,12.3,85.04,2,11,0.1094,0
2025-03-25 06:00:00,VH-0597,4.82,71918,28.16,36.36,2,5.16,12.72,96.23,0,7,0.5383,1
2025-03-25 12:00:00,VH-0598,3.73,62962,1.53,50.07,0,3.62,12.94,83.78,0,8,0.0035,0
2025-03-25 18:00:00,VH-0599,4.05,46562,9.55,30.32,1,3.22,12.79,88.12,2,5,0.0424,0
2025-03-26 00:00:00,VH-0000,5.1,79286,6.36,14.54,3,4.44,13.02,84.96,0,7,0.0088,0
2025-03-26 06:00:00,VH-0001,6.35,109427,1.7,51.01,0,3.44,12.93,92.99,1,13,0.0163,0
2025-03-26 12:00:00,VH-0002,4.41,62450,6.34,43.16,2,2.14,12.59,83.42,1,7,0.0105,0
2025-03-26 18:00:00,VH-0003,4.13,57633,3.17,44.89,0,2.3,12.61,83.15,0,4,0.0051,0
2025-03-27 00:00:00,VH-0004,5.44,60322,5.24,26.28,3,5.78,12.99,89.45,0,4,0.0151,0
2025-03-27 06:00:00,VH-0005,0.3,11092,5.29,18.23,0,5.18,12.86,89.95,0,7,0.0007,0
2025-03-27 12:00:00,VH-0006,6.44,113870,3.2,65.31,1,5.4,12.27,91.3,1,11,0.0575,0
2025-03-27 18:00:00,VH-0007,5.2,71049,4.27,39.48,1,4.11,13.27,95.52,3,4,0.0842,0
2025-03-28 00:00:00,VH-0008,5.3,70389,2.97,21.65,0,2.59,12.28,88.77,0,3,0.0007,0
2025-03-28 06:00:00,VH-0009,7.7,113748,1.14,68.4,0,4.3,11.9,94.98,0,11,0.0876,0
2025-03-28 12:00:00,VH-0010,0.3,8645,5.98,18.13,0,3.91,13.18,91.85,0,6,0.002,0
2025-03-28 18:00:00,VH-0011,0.3,3000,13.04,32.03,2,4.42,12.4,88.28,0,9,0.0066,0
2025-03-29 00:00:00,VH-0012,5.91,76685,3.11,25.22,1,4.92,12.72,88.52,2,3,0.0327,0
2025-03-29 06:00:00,VH-0013,5.18,81051,17.27,41.88,7,6.57,12.89,108.64,0,7,0.5666,1
2025-03-29 12:00:00,VH-0014,5.64,78618,19.54,48.68,2,6.38,11.69,100.13,2,4,0.7289,0
2025-03-29 18:00:00,VH-0015,4.0,9661,4.01,19.97,2,3.26,12.65,96.55,0,7,0.0019,0
2025-03-30 00:00:00,VH-0016,6.93,138859,4.73,47.2,1,7.73,12.99,98.04,0,6,0.0309,1
2025-03-30 06:00:00,VH-0017,7.62,98427,4.06,20.12,1,2.45,12.68,92.95,3,3,0.0496,0
2025-03-30 12:00:00,VH-0018,6.46,107225,2.25,69.79,1,3.79,12.49,92.97,2,6,0.0883,1
2025-03-30 18:00:00,VH-0019,4.52,62523,4.75,40.51,0,4.09,13.45,90.3,1,8,0.0084,0
2025-03-31 00:00:00,VH-0020,0.3,4148,4.37,33.3,0,3.8,12.84,98.39,0,6,0.0012,0
2025-03-31 06:00:00,VH-0021,7.2,101260,5.91,60.79,0,4.14,12.56,87.75,1,5,0.0258,0
2025-03-31 12:00:00,VH-0022,8.38,153621,6.13,73.17,2,4.77,12.92,94.39,0,11,0.0829,0
2025-03-31 18:00:00,VH-0023,6.88,103917,2.11,46.62,2,6.92,12.88,85.72,2,7,0.2024,0
2025-04-01 00:00:00,VH-0024,2.91,38199,8.33,35.81,1,3.26,13.08,83.88,1,3,0.0056,0
2025-04-01 06:00:00,VH-0025,6.95,89424,4.71,63.14,0,3.17,12.15,98.66,0,8,0.0503,0
2025-04-01 12:00:00,VH-0026,7.44,105485,2.47,51.96,5,6.96,12.92,101.57,2,8,0.3126,1
