service_id,service_date,month,city,service_center,vehicle_model,vehicle_age_years,mileage_km,service_type,complaint_category,warranty_status,parts_cost_inr,labor_cost_inr,total_bill_inr,turnaround_hours,customer_rating,repeat_visit_30d,technician_experience_years,payment_mode
SRV-01118,2025-03-11,Mar,Nashik,College Road Auto Care,Taigun,6.9,68360,Scheduled Maintenance,General Service,Out of Warranty,3660,1780,6420,4.9,5.0,No,1,Cash
SRV-01119,2025-08-02,Aug,Pune,Baner Auto Care,Vento,2.2,32960,Emergency,Air Conditioning,Under Warranty,6380,3610,11790,18.2,4.2,No,8,UPI
SRV-01120,2025-08-30,Aug,Pune,Baner Auto Care,Virtus,2.0,20158,Emergency,Engine,Out of Warranty,21200,9510,36240,26.7,4.6,No,7,UPI
SRV-01121,2025-01-02,Jan,Pune,Wakad Service Hub,Vento,3.8,46857,Scheduled Maintenance,General Service,Out of Warranty,2460,2050,5320,2.9,4.9,No,5,Debit Card
SRV-01122,2025-02-05,Feb,Mumbai,Andheri Service Hub,Virtus,4.0,53882,Repair,Brakes,Out of Warranty,12530,7980,24200,10.7,4.6,No,10,Credit Card
SRV-01123,2025-07-18,Jul,Nagpur,Wardha Road Auto Care,Polo,13.4,185000,Recall,General Service,Out of Warranty,660,960,1910,5.3,4.4,No,14,Debit Card
SRV-01124,2025-09-09,Sep,Pune,Baner Auto Care,Polo,4.2,61186,Inspection,Tyres/Suspension,Under Warranty,460,1010,1730,8.7,4.7,No,4,Debit Card
SRV-01125,2025-11-02,Nov,Pune,Baner Auto Care,Vento,6.4,76380,Repair,Tyres/Suspension,Out of Warranty,12930,4770,20890,18.7,4.7,No,6,Credit Card
SRV-01126,2025-03-04,Mar,Nagpur,Hingna Service Hub,Taigun,3.7,60946,Scheduled Maintenance,General Service,Out of Warranty,3320,1820,6070,4.1,4.3,No,7,Credit Card
SRV-01127,2025-01-23,Jan,Nashik,College Road Auto Care,Vento,8.1,124435,Recall,General Service,Out of Warranty,890,1350,2640,7.0,5.0,No,9,UPI
SRV-01128,2025-10-01,Oct,Nagpur,Wardha Road Auto Care,Vento,4.3,64596,Repair,Brakes,Out of Warranty,11390,5830,20320,15.6,4.0,No,6,UPI
SRV-01129,2025-02-01,Feb,Nashik,College Road Auto Care,Virtus,4.1,52249,Scheduled Maintenance,General Service,Under Warranty,2980,1370,5130,4.7,5.0,No,11,Debit Card
SRV-01130,2025-12-27,Dec,Mumbai,Andheri Service Hub,Vento,3.0,48865,Scheduled Maintenance,General Service,Out of Warranty,3260,2960,7340,8.4,4.6,No,2,Credit Card
SRV-01131,2025-07-10,Jul,Pune,Wakad Service Hub,Taigun,3.3,49637,Repair,Electrical,Out of Warranty,14630,3900,21870,17.7,4.1,No,2,Debit Card
SRV-01132,2025-08-21,Aug,Nagpur,Hingna Service Hub,Virtus,4.1,63020,Scheduled Maintenance,Engine,Out of Warranty,5120,1890,8270,5.2,4.9,No,6,UPI
SRV-01133,2025-05-15,May,Pune,Hadapsar Workshop,Taigun,2.9,34821,Scheduled Maintenance,Brakes,Under Warranty,2010,1250,3850,7.1,4.5,No,8,Net Banking
SRV-01134,2025-06-23,Jun,Nagpur,Wardha Road Auto Care,Taigun,4.1,46258,Recall,General Service,Out of Warranty,960,1090,2420,2.7,4.3,No,14,Cash
SRV-01135,2025-05-05,May,Pune,Wakad Service Hub,Vento,11.4,154108,Repair,Brakes,Out of Warranty,14030,6130,23790,18.0,4.5,No,3,Net Banking
SRV-01136,2025-05-21,May,Pune,Baner Auto Care,Tiguan,3.6,32417,Scheduled Maintenance,General Service,Out of Warranty,5070,1730,8020,5.0,4.6,No,15,UPI
SRV-01137,2025-03-12,Mar,Nagpur,Hingna Service Hub,Virtus,3.0,53327,Scheduled Maintenance,General Service,Under Warranty,1520,1950,4090,5.4,5.0,No,4,Net Banking
SRV-01138,2025-05-15,May,Nashik,Ambad Service Hub,Polo,10.3,128926,Repair,Tyres/Suspension,Out of Warranty,9210,5170,16970,14.2,4.7,No,2,UPI
SRV-01139,2025-08-27,Aug,Nagpur,Wardha Road Auto Care,Polo,8.1,122634,Repair,Brakes,Out of Warranty,10030,5660,18510,12.5,4.6,No,9,Cash
SRV-01140,2025-08-27,Aug,Nagpur,Hingna Service Hub,Virtus,5.5,55680,Repair,Air Conditioning,Under Warranty,7550,2960,12400,15.6,4.1,No,3,UPI
SRV-01141,2025-07-28,Jul,Mumbai,Thane Auto Care,Taigun,5.1,45442,Scheduled Maintenance,Air Conditioning,Out of Warranty,5780,3050,10420,5.5,5.0,No,6,Net Banking
SRV-01142,2025-03-31,Mar,Pune,Wakad Service Hub,Tiguan,3.6,46495,Repair,Tyres/Suspension,Under Warranty,6650,3160,11580,12.3,4.6,No,15,UPI
SRV-01143,2025-11-05,Nov,Nagpur,Hingna Service Hub,Polo,11.1,158904,Scheduled Maintenance,Electrical,Under Warranty,1290,1800,3650,8.4,4.5,No,6,UPI
SRV-01144,2025-10-05,Oct,Mumbai,Navi Mumbai Workshop,Tiguan,1.7,16797,Scheduled Maintenance,General Service,Out of Warranty,5320,2160,8830,4.9,5.0,No,5,Debit Card
SRV-01145,2025-03-11,Mar,Pune,Baner Auto Care,Polo,1.7,14190,Scheduled Maintenance,Tyres/Suspension,Under Warranty,1220,1270,2940,6.6,4.6,No,2,Credit Card
SRV-01146,2025-12-16,Dec,Nagpur,Wardha Road Auto Care,Virtus,3.1,27156,Inspection,Brakes,Out of Warranty,1120,2460,4220,5.6,5.0,No,6,UPI
SRV-01147,2025-07-19,Jul,Nashik,Ambad Service Hub,Virtus,2.2,22122,Repair,Engine,Under Warranty,7070,3000,11880,22.8,3.9,No,4,UPI
SRV-01148,2025-10-15,Oct,Nashik,College Road Auto Care,Virtus,3.2,38609,Scheduled Maintenance,General Service,Under Warranty,970,1790,3260,5.5,3.8,Yes,8,Net Banking
SRV-01149,2025-05-10,May,Mumbai,Andheri Service Hub,Vento,2.5,36621,Emergency,Electrical,Under Warranty,5260,3880,10790,22.1,4.8,No,11,UPI
SRV-01150,2025-05-09,May,Mumbai,Navi Mumbai Workshop,Vento,8.3,141481,Repair,Brakes,Out of Warranty,11810,5280,20170,17.6,4.5,No,6,UPI
SRV-01151,2025-10-20,Oct,Pune,Hadapsar Workshop,Virtus,3.1,22029,Inspection,General Service,Under Warranty,440,970,1660,1.0,4.3,Yes,3,UPI
SRV-01152,2025-08-12,Aug,Mumbai,Navi Mumbai Workshop,Taigun,0.1,6997,Emergency,Air Conditioning,Out of Warranty,16270,9080,29910,25.4,4.4,No,4,Credit Card
SRV-01153,2025-12-21,Dec,Nagpur,Wardha Road Auto Care,Taigun,2.8,32720,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,6190,2470,10220,8.7,5.0,No,1,Cash
SRV-01154,2025-07-06,Jul,Mumbai,Andheri Service Hub,Polo,11.1,158773,Repair,Engine,Under Warranty,6790,3510,12150,24.2,3.6,No,8,Credit Card
SRV-01155,2025-07-15,Jul,Nagpur,Wardha Road Auto Care,Virtus,0.1,12672,Repair,Air Conditioning,Under Warranty,6010,2650,10220,14.0,3.6,No,6,Debit Card
SRV-01156,2025-11-14,Nov,Nagpur,Wardha Road Auto Care,Vento,1.2,19461,Inspection,Electrical,Under Warranty,370,970,1580,8.4,4.3,No,7,UPI
SRV-01157,2025-11-15,Nov,Mumbai,Andheri Service Hub,Tiguan,6.2,58991,Recall,General Service,Out of Warranty,1080,800,2220,4.3,4.5,No,7,Debit Card
SRV-01158,2025-08-23,Aug,Mumbai,Andheri Service Hub,Virtus,4.6,47105,Scheduled Maintenance,Air Conditioning,Under Warranty,1220,1580,3300,7.9,4.8,No,6,UPI
SRV-01159,2025-10-11,Oct,Pune,Baner Auto Care,Taigun,7.0,75188,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,3970,2850,8050,6.8,4.9,No,12,Debit Card
SRV-01160,2025-11-12,Nov,Nagpur,Hingna Service Hub,Virtus,1.1,5418,Scheduled Maintenance,Brakes,Under Warranty,1470,1730,3780,4.9,4.6,No,7,UPI
SRV-01161,2025-12-29,Dec,Nagpur,Hingna Service Hub,Tiguan,4.4,78670,Scheduled Maintenance,Tyres/Suspension,Under Warranty,1970,1330,3890,10.3,4.9,No,7,UPI
SRV-01162,2025-12-13,Dec,Mumbai,Thane Auto Care,Vento,4.8,47773,Repair,Electrical,Under Warranty,3440,2920,7500,17.4,4.2,No,2,Credit Card
SRV-01163,2025-12-01,Dec,Nashik,College Road Auto Care,Taigun,2.0,20576,Scheduled Maintenance,General Service,Under Warranty,1070,1660,3220,1.0,5.0,No,6,Net Banking
SRV-01164,2025-11-22,Nov,Nagpur,Hingna Service Hub,Polo,2.2,46188,Scheduled Maintenance,General Service,Out of Warranty,2980,2110,6010,3.8,4.2,No,9,UPI
SRV-01165,2025-03-10,Mar,Mumbai,Thane Auto Care,Polo,5.7,86915,Emergency,Electrical,Out of Warranty,18690,6600,29840,23.9,4.0,No,3,Cash
SRV-01166,2025-01-19,Jan,Mumbai,Navi Mumbai Workshop,Polo,6.3,65968,Scheduled Maintenance,Brakes,Out of Warranty,3850,3120,8220,3.7,4.2,No,10,Credit Card
SRV-01167,2025-04-30,Apr,Mumbai,Navi Mumbai Workshop,Virtus,2.2,28661,Repair,Tyres/Suspension,Under Warranty,3200,2640,6890,14.5,4.4,No,3,UPI
SRV-01168,2025-08-15,Aug,Pune,Hadapsar Workshop,Virtus,3.7,40366,Scheduled Maintenance,General Service,Out of Warranty,3910,2510,7580,4.0,4.7,No,9,UPI
SRV-01169,2025-05-01,May,Mumbai,Thane Auto Care,Taigun,4.4,31734,Recall,General Service,Out of Warranty,950,1090,2410,5.9,4.6,No,9,Debit Card
SRV-01170,2025-04-23,Apr,Nagpur,Wardha Road Auto Care,Taigun,5.9,97014,Recall,General Service,Out of Warranty,1180,950,2510,11.1,4.3,No,6,UPI
SRV-01171,2025-12-29,Dec,Pune,Wakad Service Hub,Tiguan,1.9,21850,Emergency,Engine,Under Warranty,12550,3340,18750,27.8,2.9,Yes,5,UPI
SRV-01172,2025-09-16,Sep,Pune,Baner Auto Care,Taigun,3.3,30153,Scheduled Maintenance,Brakes,Out of Warranty,4030,2190,7340,10.8,4.3,No,5,Net Banking
SRV-01173,2025-08-23,Aug,Nagpur,Hingna Service Hub,Vento,3.9,46783,Emergency,Air Conditioning,Under Warranty,7410,2890,12150,19.9,4.4,No,17,Credit Card
SRV-01174,2025-08-10,Aug,Mumbai,Andheri Service Hub,Virtus,4.6,60555,Scheduled Maintenance,Brakes,Under Warranty,1740,1500,3820,6.2,4.5,No,9,UPI
SRV-01175,2025-11-17,Nov,Nagpur,Hingna Service Hub,Taigun,4.4,61758,Emergency,Brakes,Under Warranty,7810,4630,14680,20.5,3.3,Yes,14,Debit Card
SRV-01176,2025-02-06,Feb,Pune,Wakad Service Hub,Virtus,1.6,19968,Emergency,Engine,Under Warranty,9310,4160,15890,23.0,4.2,No,7,Debit Card
SRV-01177,2025-12-02,Dec,Mumbai,Andheri Service Hub,Tiguan,6.5,113387,Scheduled Maintenance,General Service,Out of Warranty,4160,2840,8260,3.7,5.0,No,9,UPI
SRV-01178,2025-06-16,Jun,Pune,Wakad Service Hub,Vento,6.4,58300,Repair,Electrical,Out of Warranty,13470,4420,21110,15.7,4.5,No,5,Debit Card
SRV-01179,2025-10-06,Oct,Nagpur,Wardha Road Auto Care,Virtus,2.4,30183,Recall,Tyres/Suspension,Under Warranty,540,880,1680,5.2,4.3,No,12,UPI
SRV-01180,2025-09-05,Sep,Pune,Hadapsar Workshop,Vento,7.1,60496,Scheduled Maintenance,General Service,Out of Warranty,3160,2440,6610,7.0,4.6,No,4,Credit Card
SRV-01181,2025-10-19,Oct,Pune,Baner Auto Care,Polo,12.2,99568,Emergency,Electrical,Out of Warranty,27210,8180,41760,22.9,4.8,No,8,UPI
SRV-01182,2025-10-13,Oct,Nagpur,Wardha Road Auto Care,Polo,6.5,70805,Scheduled Maintenance,Engine,Out of Warranty,6580,2460,10670,10.8,4.3,No,2,Debit Card
SRV-01183,2025-09-05,Sep,Pune,Baner Auto Care,Tiguan,5.6,72197,Emergency,Engine,Out of Warranty,40420,6900,55840,31.7,3.5,No,2,Debit Card
SRV-01184,2025-05-04,May,Pune,Wakad Service Hub,Virtus,3.6,40627,Repair,Tyres/Suspension,Under Warranty,5070,3160,9710,18.5,4.2,No,4,Net Banking
SRV-01185,2025-06-25,Jun,Nashik,College Road Auto Care,Virtus,1.2,17973,Repair,Tyres/Suspension,Under Warranty,5170,2460,9000,17.4,4.7,No,5,UPI
SRV-01186,2025-09-01,Sep,Pune,Wakad Service Hub,Polo,3.7,51014,Repair,Brakes,Out of Warranty,12520,4900,20560,13.8,4.5,No,1,UPI
SRV-01187,2025-08-27,Aug,Pune,Baner Auto Care,Virtus,6.5,104863,Repair,Electrical,Out of Warranty,11170,5020,19100,16.9,4.2,No,5,UPI
SRV-01188,2025-07-09,Jul,Mumbai,Navi Mumbai Workshop,Polo,10.4,115142,Repair,Engine,Out of Warranty,15850,4930,24520,18.9,3.3,Yes,1,Credit Card
SRV-01189,2025-05-11,May,Mumbai,Thane Auto Care,Virtus,3.4,55077,Emergency,Engine,Under Warranty,10920,4580,18290,21.5,3.5,Yes,4,Credit Card
SRV-01190,2025-03-15,Mar,Pune,Baner Auto Care,Polo,8.5,104220,Inspection,General Service,Under Warranty,360,1300,1960,1.8,4.3,No,2,UPI
SRV-01191,2025-02-14,Feb,Mumbai,Navi Mumbai Workshop,Vento,5.4,75719,Emergency,Brakes,Out of Warranty,14830,8590,27640,24.9,4.3,No,7,Credit Card
SRV-01192,2025-11-18,Nov,Mumbai,Navi Mumbai Workshop,Polo,8.3,113778,Scheduled Maintenance,General Service,Out of Warranty,4400,2380,8000,1.0,4.9,No,3,Credit Card
SRV-01193,2025-09-22,Sep,Mumbai,Andheri Service Hub,Taigun,4.8,38393,Scheduled Maintenance,Air Conditioning,Out of Warranty,7270,2600,11650,8.8,4.0,No,10,UPI
SRV-01194,2025-12-30,Dec,Nashik,College Road Auto Care,Tiguan,6.6,79208,Emergency,Air Conditioning,Out of Warranty,28370,6080,40650,25.8,3.9,No,12,Credit Card
SRV-01195,2025-07-27,Jul,Pune,Wakad Service Hub,Virtus,0.1,500,Inspection,Air Conditioning,Under Warranty,590,1010,1890,7.5,4.7,No,2,Cash
SRV-01196,2025-06-23,Jun,Nagpur,Hingna Service Hub,Vento,5.9,63891,Repair,Brakes,Out of Warranty,17030,6920,28260,17.0,4.1,Yes,8,UPI
SRV-01197,2025-12-04,Dec,Nashik,Ambad Service Hub,Polo,7.6,67601,Repair,Air Conditioning,Out of Warranty,8560,5180,16210,15.5,4.1,No,7,Cash
SRV-01198,2025-07-12,Jul,Nagpur,Hingna Service Hub,Taigun,1.8,26825,Inspection,General Service,Under Warranty,330,790,1320,1.0,5.0,No,4,Credit Card
SRV-01199,2025-01-26,Jan,Mumbai,Andheri Service Hub,Virtus,1.8,27846,Repair,Air Conditioning,Out of Warranty,11510,4170,18500,17.5,3.6,No,2,Debit Card
SRV-01200,2025-12-08,Dec,Pune,Baner Auto Care,Virtus,1.7,15840,Repair,Air Conditioning,Out of Warranty,15850,6490,26360,20.4,3.8,No,3,Debit Card
SRV-01201,2025-01-17,Jan,Nashik,College Road Auto Care,Taigun,5.2,74616,Scheduled Maintenance,Tyres/Suspension,Under Warranty,1690,1470,3730,9.8,4.5,No,3,Debit Card
SRV-01202,2025-06-09,Jun,Nagpur,Hingna Service Hub,Virtus,3.6,42812,Repair,Tyres/Suspension,Out of Warranty,16440,4580,24800,9.6,4.7,No,16,UPI
SRV-01203,2025-04-11,Apr,Nagpur,Hingna Service Hub,Virtus,3.5,56136,Inspection,Tyres/Suspension,Under Warranty,660,1350,2370,1.0,4.9,No,6,UPI
SRV-01204,2025-10-16,Oct,Pune,Hadapsar Workshop,Taigun,3.9,29737,Inspection,General Service,Out of Warranty,1540,2030,4210,1.0,5.0,No,8,Cash
SRV-01205,2025-05-29,May,Nagpur,Hingna Service Hub,Virtus,2.6,33328,Inspection,Engine,Under Warranty,1030,950,2340,10.2,4.6,No,3,UPI
SRV-01206,2025-09-02,Sep,Pune,Hadapsar Workshop,Taigun,2.5,19892,Scheduled Maintenance,Brakes,Under Warranty,1640,1240,3400,1.0,4.8,No,12,Net Banking
SRV-01207,2025-04-02,Apr,Nagpur,Hingna Service Hub,Tiguan,5.1,58126,Scheduled Maintenance,General Service,Out of Warranty,5040,3150,9660,4.9,5.0,No,6,UPI
SRV-01208,2025-01-19,Jan,Mumbai,Thane Auto Care,Taigun,3.9,53755,Inspection,Tyres/Suspension,Out of Warranty,1480,2020,4130,9.4,4.3,No,2,Credit Card
SRV-01209,2025-08-17,Aug,Pune,Baner Auto Care,Virtus,2.2,53816,Scheduled Maintenance,Engine,Under Warranty,1800,1310,3670,11.8,4.2,No,6,UPI
SRV-01210,2025-10-08,Oct,Pune,Hadapsar Workshop,Polo,5.8,56540,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,4410,2480,8130,7.4,5.0,No,3,UPI
SRV-01211,2025-08-13,Aug,Nagpur,Hingna Service Hub,Taigun,6.2,118131,Repair,Brakes,Out of Warranty,16710,6140,26960,11.3,5.0,No,11,Cash
SRV-01212,2025-06-02,Jun,Nashik,Ambad Service Hub,Vento,8.2,116068,Scheduled Maintenance,Electrical,Out of Warranty,4510,3120,9000,7.3,5.0,No,5,UPI
SRV-01213,2025-10-20,Oct,Nashik,College Road Auto Care,Taigun,4.9,70616,Repair,Electrical,Out of Warranty,13370,4040,20540,14.4,3.0,Yes,8,UPI
SRV-01214,2025-05-19,May,Nashik,Ambad Service Hub,Tiguan,1.1,24188,Scheduled Maintenance,Tyres/Suspension,Under Warranty,3630,1480,6030,9.9,4.6,No,4,UPI
SRV-01215,2025-09-04,Sep,Nagpur,Hingna Service Hub,Tiguan,3.3,51234,Scheduled Maintenance,Brakes,Out of Warranty,5380,2990,9880,4.2,4.4,No,3,UPI
SRV-01216,2025-10-26,Oct,Mumbai,Andheri Service Hub,Taigun,5.0,36922,Inspection,Brakes,Out of Warranty,1380,2090,4090,2.4,5.0,No,13,UPI
SRV-01217,2025-10-22,Oct,Nagpur,Hingna Service Hub,Virtus,2.2,35858,Scheduled Maintenance,Electrical,Out of Warranty,5060,1900,8210,4.7,5.0,No,13,Net Banking
SRV-01218,2025-10-16,Oct,Mumbai,Thane Auto Care,Tiguan,8.6,85335,Scheduled Maintenance,General Service,Out of Warranty,4250,2450,7910,1.3,5.0,No,14,UPI
SRV-01219,2025-12-15,Dec,Nashik,Ambad Service Hub,Vento,7.5,125610,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,5550,3110,10220,10.8,4.3,No,4,Cash
SRV-01220,2025-05-23,May,Pune,Wakad Service Hub,Vento,11.8,161126,Repair,Engine,Out of Warranty,15450,5140,24300,22.1,3.9,No,8,Credit Card
SRV-01221,2025-11-15,Nov,Pune,Wakad Service Hub,Polo,3.8,48174,Repair,Tyres/Suspension,Out of Warranty,11260,6060,20440,17.9,3.9,No,2,Debit Card
SRV-01222,2025-09-11,Sep,Pune,Wakad Service Hub,Polo,6.4,95736,Scheduled Maintenance,General Service,Out of Warranty,2790,2590,6350,2.0,5.0,No,5,Debit Card
SRV-01223,2025-01-02,Jan,Pune,Hadapsar Workshop,Virtus,3.9,47930,Repair,Air Conditioning,Under Warranty,4800,3040,9250,13.8,3.8,Yes,3,UPI
SRV-01224,2025-03-28,Mar,Pune,Hadapsar Workshop,Tiguan,4.5,46002,Repair,Electrical,Under Warranty,5940,2660,10150,17.3,4.2,No,6,UPI
SRV-01225,2025-10-30,Oct,Pune,Wakad Service Hub,Taigun,0.4,17118,Emergency,Electrical,Out of Warranty,14190,6100,23940,24.9,3.1,Yes,4,Net Banking
SRV-01226,2025-09-14,Sep,Nashik,College Road Auto Care,Tiguan,1.5,25838,Scheduled Maintenance,General Service,Under Warranty,2070,1090,3730,4.4,4.7,No,4,Cash
SRV-01227,2025-07-24,Jul,Mumbai,Thane Auto Care,Taigun,3.2,52121,Emergency,Engine,Out of Warranty,26540,3830,35840,32.8,3.6,No,3,UPI
SRV-01228,2025-10-28,Oct,Pune,Wakad Service Hub,Taigun,2.6,37175,Recall,Tyres/Suspension,Under Warranty,380,550,1100,13.3,5.0,No,7,Debit Card
SRV-01229,2025-04-19,Apr,Nagpur,Wardha Road Auto Care,Vento,6.1,55206,Emergency,Electrical,Out of Warranty,14620,6970,25480,25.9,4.4,No,9,UPI
SRV-01230,2025-04-23,Apr,Pune,Baner Auto Care,Tiguan,2.0,23319,Inspection,Tyres/Suspension,Out of Warranty,2430,1480,4610,6.0,4.5,No,3,Debit Card
SRV-01231,2025-05-06,May,Mumbai,Navi Mumbai Workshop,Taigun,3.1,24186,Repair,Engine,Under Warranty,5710,2430,9610,16.9,4.5,No,9,UPI
SRV-01232,2025-08-06,Aug,Nagpur,Hingna Service Hub,Taigun,0.6,10162,Repair,Air Conditioning,Out of Warranty,12430,3900,19270,16.1,4.4,No,9,Debit Card
SRV-01233,2025-03-19,Mar,Nagpur,Wardha Road Auto Care,Virtus,2.9,46491,Repair,Electrical,Under Warranty,3650,2950,7790,11.5,4.2,No,6,Cash
SRV-01234,2025-11-19,Nov,Nashik,Ambad Service Hub,Tiguan,4.9,66837,Repair,Brakes,Under Warranty,3310,3030,7480,13.8,4.0,No,5,Credit Card
SRV-01235,2025-11-09,Nov,Nashik,College Road Auto Care,Taigun,4.1,69795,Scheduled Maintenance,General Service,Under Warranty,1010,1360,2800,6.2,5.0,No,5,UPI
SRV-01236,2025-09-26,Sep,Pune,Wakad Service Hub,Polo,11.2,147325,Scheduled Maintenance,General Service,Under Warranty,1100,1830,3460,10.7,4.7,No,1,Cash
SRV-01237,2025-01-25,Jan,Mumbai,Andheri Service Hub,Polo,5.5,73957,Inspection,Engine,Out of Warranty,2760,1820,5400,7.0,4.6,No,13,Debit Card
SRV-01238,2025-04-24,Apr,Mumbai,Andheri Service Hub,Virtus,2.9,44649,Inspection,Brakes,Out of Warranty,2100,1240,3940,1.0,4.5,No,7,UPI
SRV-01239,2025-09-09,Sep,Nashik,Ambad Service Hub,Taigun,1.2,13138,Scheduled Maintenance,Tyres/Suspension,Under Warranty,2520,1370,4590,2.4,4.8,No,9,UPI
SRV-01240,2025-12-03,Dec,Pune,Baner Auto Care,Virtus,2.6,38981,Scheduled Maintenance,General Service,Under Warranty,1320,1290,3080,2.7,4.6,No,6,Debit Card
SRV-01241,2025-12-17,Dec,Nashik,Ambad Service Hub,Virtus,2.5,39493,Scheduled Maintenance,General Service,Out of Warranty,6000,2410,9920,5.0,4.1,Yes,4,Debit Card
SRV-01242,2025-12-27,Dec,Nagpur,Hingna Service Hub,Virtus,1.5,22181,Repair,General Service,Under Warranty,2500,3960,7620,11.8,4.3,No,11,Debit Card
SRV-01243,2025-08-11,Aug,Nagpur,Hingna Service Hub,Polo,3.7,34909,Recall,Electrical,Under Warranty,350,540,1050,7.2,4.6,No,5,Debit Card
SRV-01244,2025-06-20,Jun,Pune,Wakad Service Hub,Tiguan,2.6,35539,Repair,Brakes,Under Warranty,6870,2640,11220,14.2,4.3,No,6,UPI
SRV-01245,2025-06-26,Jun,Nashik,College Road Auto Care,Virtus,4.8,70983,Repair,Electrical,Under Warranty,4750,3010,9160,16.4,3.9,No,7,UPI
SRV-01246,2025-07-26,Jul,Pune,Hadapsar Workshop,Vento,6.0,63014,Repair,Brakes,Out of Warranty,10490,4080,17190,15.9,4.4,No,2,UPI
SRV-01247,2025-04-30,Apr,Nagpur,Hingna Service Hub,Vento,7.7,97892,Inspection,General Service,Out of Warranty,870,2020,3410,1.0,4.9,No,5,Cash
SRV-01248,2025-07-07,Jul,Mumbai,Navi Mumbai Workshop,Virtus,1.1,15432,Inspection,General Service,Under Warranty,520,1240,2080,3.1,5.0,No,10,UPI
SRV-01249,2025-07-18,Jul,Mumbai,Navi Mumbai Workshop,Tiguan,2.9,52133,Repair,Electrical,Under Warranty,5180,2840,9460,18.7,4.0,No,1,Credit Card
SRV-01250,2025-03-05,Mar,Nashik,College Road Auto Care,Tiguan,4.7,68391,Scheduled Maintenance,Engine,Out of Warranty,10120,1960,14250,9.0,4.7,No,13,Credit Card
SRV-01251,2025-06-19,Jun,Pune,Hadapsar Workshop,Taigun,0.1,14112,Recall,General Service,Under Warranty,320,630,1120,10.3,4.6,No,1,UPI
SRV-01252,2025-01-18,Jan,Mumbai,Andheri Service Hub,Taigun,2.2,31730,Repair,Brakes,Under Warranty,3460,2650,7210,14.5,3.9,No,2,Credit Card
SRV-01253,2025-05-23,May,Mumbai,Navi Mumbai Workshop,Taigun,4.9,43015,Repair,Air Conditioning,Out of Warranty,14920,6720,25540,14.2,3.5,Yes,11,UPI
SRV-01254,2025-09-05,Sep,Pune,Baner Auto Care,Virtus,2.1,15042,Scheduled Maintenance,General Service,Under Warranty,800,1200,2360,2.3,5.0,No,15,Credit Card
SRV-01255,2025-04-04,Apr,Nagpur,Hingna Service Hub,Virtus,5.0,51299,Repair,Brakes,Out of Warranty,10440,4800,17980,11.5,4.5,No,13,Debit Card
SRV-01256,2025-08-20,Aug,Nagpur,Wardha Road Auto Care,Taigun,2.0,26068,Repair,Engine,Under Warranty,7230,1870,10740,17.2,3.1,Yes,4,UPI
SRV-01257,2025-10-31,Oct,Pune,Hadapsar Workshop,Taigun,2.0,33520,Scheduled Maintenance,General Service,Under Warranty,1020,1700,3210,6.0,5.0,No,3,Debit Card
SRV-01258,2025-10-22,Oct,Pune,Baner Auto Care,Taigun,4.4,34895,Scheduled Maintenance,General Service,Out of Warranty,4870,2760,9000,1.0,3.7,Yes,6,Credit Card
SRV-01259,2025-09-16,Sep,Nashik,College Road Auto Care,Virtus,4.9,50510,Inspection,General Service,Out of Warranty,840,1440,2690,5.5,5.0,No,2,UPI
SRV-01260,2025-02-20,Feb,Pune,Baner Auto Care,Polo,4.9,60258,Scheduled Maintenance,General Service,Out of Warranty,4290,1950,7360,5.6,4.7,No,10,UPI
SRV-01261,2025-03-15,Mar,Mumbai,Navi Mumbai Workshop,Taigun,5.8,84741,Scheduled Maintenance,General Service,Out of Warranty,2750,2970,6750,5.7,5.0,No,7,UPI
SRV-01262,2025-12-08,Dec,Nashik,Ambad Service Hub,Virtus,2.8,45363,Inspection,General Service,Under Warranty,450,1070,1790,1.0,5.0,No,11,UPI
SRV-01263,2025-09-08,Sep,Pune,Wakad Service Hub,Polo,8.4,100125,Repair,Brakes,Out of Warranty,13960,3610,20730,18.4,3.8,No,4,Credit Card
SRV-01264,2025-09-02,Sep,Mumbai,Andheri Service Hub,Tiguan,3.5,45010,Scheduled Maintenance,General Service,Out of Warranty,4870,2060,8180,2.7,4.8,No,6,UPI
SRV-01265,2025-11-04,Nov,Pune,Baner Auto Care,Taigun,1.5,20331,Inspection,Electrical,Under Warranty,470,1140,1900,4.6,4.7,No,7,UPI
SRV-01266,2025-10-21,Oct,Nashik,Ambad Service Hub,Taigun,3.1,40504,Inspection,Air Conditioning,Under Warranty,380,940,1560,6.7,4.4,No,6,Cash
SRV-01267,2025-04-03,Apr,Nagpur,Hingna Service Hub,Virtus,4.2,65714,Repair,Electrical,Under Warranty,5860,3090,10560,11.2,4.3,No,5,Debit Card
SRV-01268,2025-08-11,Aug,Nagpur,Hingna Service Hub,Virtus,3.2,49412,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,8320,2000,12180,11.8,4.8,No,13,Cash
SRV-01269,2025-03-18,Mar,Nagpur,Hingna Service Hub,Taigun,3.1,58520,Emergency,Brakes,Out of Warranty,19350,7770,32000,23.3,4.4,No,4,Debit Card
