vehicle_id,vehicle_age_years,mileage_km,service_gap_months,engine_alerts,brake_wear_percent,avg_monthly_distance_km,warranty_claims,customer_complaints,repair_cost_last_year,battery_voltage,driving_pattern,fuel_type,region,transmission,service_center_type,service_risk
VH100448,4.6,58646,6.0,0,59.2,737,0,0,2190.0,Normal,City,Electric,East,Automatic,Independent,Low Risk
VH100449,8.5,83296,3.0,1,73.5,1528,1,0,8869.0,Low,Mixed,Petrol,South,Automatic,Authorized,High Risk
VH100450,6.5,110749,5.0,1,90.7,1747,0,1,8266.0,Low,City,Petrol,East,Automatic,Authorized,High Risk
VH100451,5.1,47017,9.0,3,45.2,1259,0,1,4527.0,Normal,City,Petrol,East,Manual,Independent,Low Risk
VH100452,6.4,91358,10.0,1,90.7,1095,0,1,10356.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100453,10.8,112224,11.0,1,69.6,1319,4,1,15741.0,Normal,City,Petrol,North,Manual,Authorized,High Risk
VH100454,11.1,129988,2.0,4,98.0,1033,0,1,16465.0,Normal,Highway,Petrol,West,Manual,,High Risk
VH100455,5.7,90152,6.0,2,72.5,1876,1,4,499.0,Low,City,Petrol,North,Automatic,Authorized,Low Risk
VH100456,5.9,50540,3.0,3,56.8,2226,0,3,9750.0,Normal,Highway,CNG,North,Automatic,Authorized,Low Risk
VH100457,8.4,125143,9.0,4,80.0,2004,1,3,9601.0,Normal,City,Diesel,South,Automatic,Authorized,High Risk
VH100458,3.2,20773,2.0,2,34.8,200,0,2,4929.0,Low,City,Diesel,West,Automatic,Independent,High Risk
VH100459,6.4,73279,3.0,2,70.4,1023,0,2,,Normal,Mixed,Diesel,East,Manual,Independent,High Risk
VH100460,5.4,68716,12.0,5,40.2,1252,1,3,4820.0,Normal,Highway,CNG,East,Manual,Authorized,High Risk
VH100461,6.3,82251,5.0,4,57.9,1491,0,4,9558.0,Low,City,Electric,West,Manual,Independent,High Risk
VH100462,3.2,19747,16.0,1,8.0,352,2,2,8285.0,Normal,City,Diesel,South,Automatic,Authorized,High Risk
VH100463,1.2,5000,11.0,2,14.8,343,0,4,2834.0,Normal,Highway,Petrol,South,Automatic,Independent,Low Risk
VH100464,0.5,5000,6.0,0,8.0,1930,0,0,0.0,Normal,Mixed,Petrol,South,Automatic,Authorized,Low Risk
VH100465,2.5,32433,13.0,3,29.6,959,0,0,14004.0,Low,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH100466,4.3,81250,7.0,1,91.3,477,2,0,7831.0,Normal,Mixed,CNG,North,Manual,Authorized,Low Risk
VH100467,4.7,76314,12.0,3,75.3,676,1,1,12470.0,Low,City,Diesel,West,Manual,Authorized,Low Risk
VH100468,10.7,110713,5.0,3,59.7,1453,2,1,16463.0,Normal,Mixed,Petrol,North,Manual,Independent,High Risk
VH100469,8.5,113466,14.0,1,83.1,822,0,0,10917.0,Low,City,Petrol,North,Manual,Authorized,High Risk
VH100470,2.9,51863,2.0,3,51.6,1376,1,1,11905.0,Normal,City,CNG,West,Manual,Authorized,Low Risk
VH100471,6.4,59530,3.0,2,43.4,741,0,3,,Normal,Highway,Diesel,South,Automatic,Authorized,High Risk
VH100472,4.4,48561,4.0,1,42.9,343,0,1,1323.0,Normal,City,Petrol,South,Manual,Independent,Low Risk
VH100473,4.7,71932,5.0,3,57.0,1991,0,1,9367.0,Low,City,CNG,North,Automatic,Independent,High Risk
VH100474,6.0,104468,9.0,3,57.2,1457,1,2,10512.0,Normal,City,Diesel,North,Automatic,Independent,High Risk
VH100475,7.2,53404,8.0,1,32.3,1076,0,3,7856.0,Normal,Mixed,Diesel,North,Manual,Independent,Low Risk
VH100476,4.6,72363,12.0,2,56.1,979,0,0,11279.0,Low,Mixed,Diesel,North,Automatic,Independent,High Risk
VH100477,8.4,44911,15.0,1,40.0,2012,2,0,11132.0,Normal,Highway,Diesel,North,Automatic,Authorized,Low Risk
VH100478,2.4,28748,2.0,4,22.2,1558,1,2,14822.0,Normal,City,Petrol,North,Automatic,Independent,High Risk
VH100479,5.5,101192,16.0,1,61.5,1846,0,1,11221.0,,City,Electric,South,Manual,Authorized,High Risk
VH100480,12.5,170502,,8,,946,1,2,27117.0,Normal,Mixed,CNG,East,Automatic,Authorized,High Risk
VH100481,6.1,73156,20.0,2,64.4,1276,0,0,5653.0,Normal,Highway,Diesel,North,Manual,Independent,High Risk
VH100482,9.4,115166,5.0,2,,1459,1,1,9881.0,Normal,,Diesel,South,Manual,Authorized,High Risk
VH100483,5.7,82379,2.0,1,77.6,964,1,1,5564.0,Normal,City,Electric,East,Manual,Authorized,Low Risk
VH100484,7.1,99044,11.0,1,61.4,1200,1,1,13374.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH100485,5.3,66287,11.0,3,53.0,947,0,1,6925.0,,City,Petrol,West,Manual,Independent,Low Risk
VH100486,5.0,71062,3.0,3,49.6,1458,0,0,6749.0,Low,Highway,CNG,West,Automatic,Authorized,Low Risk
VH100487,3.4,52113,4.0,3,49.4,563,1,3,4722.0,Normal,Mixed,Petrol,North,Manual,,Low Risk
VH100488,6.7,74848,12.0,1,47.0,1547,2,0,17590.0,Normal,Mixed,Diesel,North,Manual,Authorized,Low Risk
VH100489,3.2,35050,10.0,4,54.7,1412,1,0,8925.0,Normal,City,Diesel,South,Automatic,Authorized,High Risk
VH100490,7.3,65802,6.0,2,32.0,1144,0,0,12266.0,Normal,City,Petrol,North,Manual,Authorized,Low Risk
VH100491,8.4,99213,10.0,1,88.0,1484,1,1,6660.0,Normal,Mixed,Petrol,West,Manual,Independent,High Risk
VH100492,6.5,78894,9.0,5,58.8,1060,1,1,16670.0,Low,City,CNG,North,Manual,Authorized,High Risk
VH100493,4.7,58152,4.0,3,52.4,902,1,0,3804.0,Normal,Highway,Petrol,West,Manual,Independent,Low Risk
VH100494,6.7,101279,13.0,2,84.9,1533,2,1,6897.0,Normal,Highway,Petrol,North,Manual,Authorized,High Risk
VH100495,4.7,75549,11.0,4,65.4,1555,0,2,8390.0,Normal,City,Diesel,West,Automatic,Independent,Low Risk
VH100496,8.0,106753,8.0,2,65.3,986,0,1,11900.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100497,0.6,18958,12.0,1,31.1,942,0,0,752.0,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH100498,4.6,68404,21.0,3,72.5,1155,1,3,14267.0,Normal,Highway,Electric,South,Manual,Authorized,Low Risk
VH100499,0.5,5000,4.0,3,8.0,963,0,0,7310.0,Normal,City,Diesel,West,Automatic,Authorized,Low Risk
VH100500,1.5,32930,6.0,3,55.6,2043,1,0,4393.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100501,9.2,102758,7.0,2,75.3,1415,2,2,15472.0,Low,City,Petrol,South,Manual,Authorized,High Risk
VH100502,7.9,101194,12.0,3,65.5,1258,1,0,11101.0,Low,Mixed,Electric,North,Manual,Independent,Low Risk
VH100503,3.6,55588,5.0,3,35.1,765,0,1,,Normal,Mixed,CNG,West,Automatic,Authorized,Low Risk
VH100504,1.4,5216,12.0,4,14.4,1634,0,3,10627.0,Normal,Mixed,CNG,South,Automatic,Authorized,Low Risk
VH100505,0.5,6411,5.0,1,8.0,932,2,4,0.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100506,4.0,78458,3.0,5,53.0,911,0,1,13701.0,Normal,City,Petrol,South,Manual,Authorized,High Risk
VH100507,12.0,145407,8.0,2,91.9,1652,1,2,12518.0,Low,City,Petrol,South,Automatic,Authorized,High Risk
VH100508,6.7,71555,5.0,2,41.9,1451,0,3,7743.0,Low,Highway,Petrol,North,Manual,Independent,High Risk
VH100509,4.0,66941,8.0,3,59.4,200,0,0,15116.0,Normal,Highway,Petrol,West,Manual,Authorized,High Risk
VH100510,6.8,83383,10.0,1,57.9,1168,0,1,7170.0,Low,Mixed,CNG,South,Automatic,Authorized,Low Risk
VH100511,1.3,18087,2.0,0,17.1,1315,0,1,5729.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100512,4.7,62629,6.0,2,45.2,1073,1,0,9124.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100513,5.8,74406,8.0,2,59.2,1333,2,1,10446.0,Normal,City,CNG,South,Automatic,Authorized,High Risk
VH100514,5.3,77959,12.0,1,58.1,309,1,0,6718.0,Low,Highway,Electric,North,Automatic,Independent,High Risk
VH100515,7.6,126721,11.0,5,76.7,200,2,1,13621.0,Normal,Mixed,Petrol,East,Manual,Authorized,High Risk
VH100516,6.4,78996,4.0,2,59.3,743,0,1,14650.0,Normal,Highway,Petrol,South,Manual,Authorized,Low Risk
VH100517,7.3,95690,7.0,3,66.6,1397,1,0,14797.0,Normal,Mixed,CNG,West,Manual,Authorized,Low Risk
VH100518,3.6,38872,10.0,1,23.1,200,1,3,4391.0,Normal,Mixed,Electric,West,Manual,Independent,Low Risk
VH100519,7.9,109461,7.0,2,71.6,811,1,2,7763.0,Normal,Mixed,Diesel,North,Manual,Authorized,Low Risk
VH100520,9.9,141827,5.0,4,98.0,250,0,5,13540.0,Normal,,Diesel,South,Manual,Authorized,Low Risk
VH100521,2.9,28347,7.0,0,36.0,1124,0,0,7251.0,Low,City,Diesel,West,Manual,Authorized,Low Risk
VH100522,3.1,33561,9.0,2,30.1,2268,0,2,10562.0,Normal,City,CNG,North,Manual,Authorized,High Risk
VH100523,9.1,113034,4.0,4,84.2,1137,2,1,16466.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100524,5.0,44256,11.0,2,27.8,1194,0,2,3326.0,Low,Highway,Diesel,West,Manual,Authorized,Low Risk
VH100525,9.3,77602,8.0,0,46.7,1686,0,0,12282.0,Normal,Highway,CNG,West,Automatic,Authorized,Low Risk
VH100526,4.3,56444,11.0,0,42.6,1261,2,1,9541.0,Normal,,Diesel,South,Automatic,Authorized,Low Risk
VH100527,9.4,133951,7.0,4,98.0,1138,1,1,15515.0,Normal,City,Petrol,North,Automatic,Independent,High Risk
VH100528,5.9,23883,20.0,2,29.1,1732,0,0,15645.0,Normal,City,Diesel,South,Automatic,Authorized,High Risk
VH100529,6.2,63485,9.0,3,46.2,1495,1,0,6603.0,Low,Mixed,Diesel,West,Manual,Authorized,Low Risk
VH100530,9.7,109350,12.0,5,91.7,1400,0,5,18671.0,Normal,City,Petrol,North,Automatic,Authorized,High Risk
VH100531,4.5,86963,11.0,2,59.2,1178,0,0,4785.0,Low,City,Petrol,North,Manual,Authorized,High Risk
VH100532,3.0,32041,7.0,2,56.4,1070,1,1,,Normal,City,Petrol,North,Automatic,Authorized,Low Risk
VH100533,4.3,74649,9.0,5,49.8,1727,1,7,13581.0,Normal,Highway,Electric,East,Automatic,Authorized,High Risk
VH100534,6.7,81505,5.0,3,48.2,1075,0,1,17044.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH100535,1.3,21774,19.0,1,24.3,1890,0,3,5519.0,,Highway,CNG,North,Automatic,Authorized,High Risk
VH100536,7.2,87509,10.0,1,59.9,705,1,1,7937.0,Low,City,Diesel,East,Automatic,Authorized,Low Risk
VH100537,4.0,56057,4.0,2,36.3,1996,1,1,6029.0,Normal,City,CNG,West,Automatic,Authorized,Low Risk
VH100538,8.6,123528,16.0,5,98.0,1495,2,3,14689.0,Normal,City,Electric,East,Manual,Authorized,High Risk
VH100539,0.5,14601,7.0,0,25.6,746,1,0,316.0,Normal,City,Electric,North,Manual,Authorized,Low Risk
VH100540,3.4,35848,13.0,3,39.0,1515,2,1,12621.0,Normal,Mixed,CNG,West,Automatic,Authorized,High Risk
VH100541,0.9,15107,2.0,4,17.3,912,0,2,11392.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100542,3.3,50132,15.0,4,35.5,1267,4,2,4681.0,Normal,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100543,6.2,103134,10.0,3,82.6,997,0,3,10953.0,Normal,Mixed,Petrol,East,Manual,Independent,High Risk
VH100544,5.0,58170,,3,27.9,1181,0,2,9950.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100545,4.8,41844,10.0,3,24.7,1740,0,2,7070.0,Low,Mixed,Petrol,South,Automatic,Authorized,High Risk
VH100546,5.1,44947,18.0,4,36.3,1520,1,3,12492.0,Normal,City,Diesel,West,Automatic,Independent,High Risk
VH100547,6.0,101774,5.0,0,85.4,665,0,0,11575.0,Normal,Mixed,Petrol,North,Automatic,Authorized,Low Risk
VH100548,2.8,49745,5.0,1,37.5,695,0,1,8124.0,Normal,Highway,CNG,North,Automatic,Authorized,Low Risk
VH100549,7.4,85871,,2,66.3,1391,3,2,14971.0,Normal,City,Petrol,West,Automatic,Independent,High Risk
VH100550,7.3,78648,8.0,4,58.0,1428,1,5,10771.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100551,6.5,84545,13.0,4,75.2,899,0,1,12467.0,Low,City,Diesel,North,Manual,Authorized,High Risk
VH100552,7.0,54751,10.0,2,27.0,2077,1,2,7850.0,Low,City,Diesel,North,Automatic,Authorized,High Risk
VH100553,6.3,106915,7.0,5,81.5,1673,1,4,14186.0,Normal,Highway,CNG,South,Automatic,Authorized,High Risk
VH100554,11.0,191048,9.0,3,98.0,925,0,4,16204.0,Normal,Mixed,Diesel,North,Automatic,Authorized,High Risk
VH100555,5.3,80912,19.0,4,69.1,874,1,1,14341.0,Normal,City,CNG,West,Automatic,Independent,High Risk
VH100556,4.7,62273,11.0,1,39.6,1132,0,0,11183.0,Normal,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100557,3.5,37455,7.0,1,35.1,1077,0,0,8105.0,Normal,Highway,Petrol,South,Manual,Authorized,Low Risk
VH100558,2.7,27016,7.0,2,27.9,1903,0,1,3677.0,Low,City,Diesel,South,Automatic,Independent,High Risk
VH100559,2.1,29732,9.0,1,19.5,1762,1,1,313.0,Low,City,Petrol,West,Automatic,Independent,Low Risk
VH100560,3.1,21868,13.0,2,12.1,1268,1,0,8454.0,Low,City,CNG,East,Manual,Authorized,Low Risk
VH100561,5.3,56506,5.0,2,39.0,1603,1,3,13572.0,Normal,Highway,Electric,South,Manual,Authorized,Low Risk
VH100562,6.4,106600,12.0,1,74.7,1678,2,1,8431.0,Low,City,Petrol,West,Manual,Independent,High Risk
VH100563,5.6,59698,7.0,0,38.8,1280,1,2,,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH100564,3.4,43601,8.0,0,34.6,1459,0,2,11231.0,Normal,City,Diesel,East,Manual,Independent,High Risk
VH100565,7.9,108329,28.0,4,53.4,1559,1,0,15176.0,Normal,Mixed,Petrol,North,Manual,Independent,Low Risk
VH100566,7.5,109211,11.0,6,70.6,1504,0,2,16298.0,Low,Mixed,Diesel,West,Manual,Independent,High Risk
VH100567,5.1,82955,5.0,6,71.3,845,0,0,9852.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
VH100568,3.7,32881,10.0,1,40.0,898,0,1,6132.0,Normal,Highway,Electric,West,Automatic,Authorized,High Risk
VH100569,7.0,101441,13.0,1,69.4,1100,1,2,11248.0,Normal,Mixed,Petrol,South,Manual,,High Risk
VH100570,6.0,81655,11.0,2,62.0,883,2,1,11010.0,Normal,City,Diesel,South,Automatic,Independent,Low Risk
VH100571,1.6,26724,1.0,3,19.7,484,0,1,4514.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100572,5.3,57734,8.0,3,63.9,1601,0,0,9837.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100573,6.2,53293,10.0,1,66.4,1430,1,2,6359.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100574,3.1,36089,10.0,2,35.9,554,0,0,12115.0,Low,Mixed,Diesel,North,Manual,Independent,Low Risk
VH100575,6.0,69088,6.0,4,80.9,1125,2,2,14764.0,Normal,Mixed,Diesel,East,Manual,Authorized,High Risk
VH100576,1.6,5000,12.0,1,9.3,1154,2,2,2512.0,Normal,Highway,Electric,West,Manual,Independent,Low Risk
VH100577,9.1,116765,15.0,2,65.1,1345,0,3,8451.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH100578,8.9,114397,2.0,1,,687,1,2,11649.0,Normal,Mixed,Diesel,East,Automatic,Authorized,High Risk
VH100579,4.8,42331,2.0,2,35.1,546,0,0,6743.0,Normal,City,Petrol,East,Manual,Authorized,Low Risk
VH100580,6.5,52856,10.0,2,68.8,1520,0,1,8511.0,Normal,City,CNG,North,Manual,Authorized,High Risk
VH100581,0.5,13814,12.0,4,18.6,452,0,1,,Normal,City,Petrol,North,Automatic,Independent,Low Risk
VH100582,2.4,54737,5.0,3,35.0,1129,3,1,4173.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100583,4.7,47142,1.0,4,30.3,1080,0,2,11251.0,Normal,Mixed,CNG,South,Manual,Independent,Low Risk
VH100584,2.6,32769,8.0,2,44.7,1186,0,3,5486.0,Normal,Highway,Petrol,West,Manual,Independent,Low Risk
VH100585,7.4,113300,10.0,3,87.9,1381,0,2,19899.0,Low,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH100586,10.9,178087,6.0,2,98.0,2081,0,1,15712.0,Normal,City,Electric,North,Manual,Authorized,High Risk
VH100587,2.3,16986,14.0,0,8.0,418,1,0,0.0,Low,City,Diesel,East,Automatic,Authorized,Low Risk
VH100588,3.2,38791,9.0,2,,1706,0,2,1966.0,Low,Mixed,Diesel,East,Manual,,High Risk
VH100589,6.1,58624,5.0,2,65.5,200,2,0,10764.0,Normal,Mixed,Electric,East,Manual,Authorized,Low Risk
VH100590,9.9,128385,5.0,0,92.9,1975,0,0,9140.0,Normal,Highway,Diesel,South,Automatic,Authorized,Low Risk
VH100591,2.2,27942,8.0,3,30.2,200,0,0,11491.0,Normal,City,Petrol,West,Automatic,Independent,Low Risk
VH100592,6.2,101296,6.0,1,90.8,2517,1,2,9232.0,Normal,Mixed,CNG,West,Automatic,Authorized,High Risk
VH100593,10.4,152965,2.0,3,98.0,1047,2,1,8266.0,Normal,City,Diesel,North,Automatic,Independent,High Risk
VH100594,1.0,19313,9.0,1,24.3,1921,0,2,388.0,Normal,City,CNG,West,Manual,Authorized,Low Risk
VH100595,2.0,21293,5.0,1,25.6,1814,1,0,2389.0,Normal,City,Diesel,South,Automatic,Authorized,Low Risk
VH100596,4.4,90361,6.0,1,57.8,1023,0,2,8125.0,Low,City,Petrol,North,Manual,Independent,Low Risk
VH100597,4.1,54759,4.0,0,41.3,1063,0,0,1821.0,Low,Highway,CNG,East,Manual,Authorized,Low Risk
VH100598,7.7,75719,18.0,1,39.7,815,1,2,10169.0,Normal,Highway,Petrol,North,Manual,Independent,High Risk
VH100599,6.2,32191,11.0,2,15.5,1659,2,3,5304.0,Normal,City,CNG,North,Manual,Independent,Low Risk
VH100600,0.7,26592,20.0,2,9.8,1030,2,0,4650.0,Normal,City,CNG,South,Automatic,Independent,Low Risk
VH100601,6.9,100974,6.0,2,82.0,824,3,1,11394.0,Normal,Highway,Electric,South,Automatic,Authorized,Low Risk
VH100602,3.9,59967,11.0,0,30.1,1529,2,2,9687.0,Normal,City,Petrol,West,Automatic,Independent,Low Risk
VH100603,8.9,81353,9.0,4,80.6,783,0,0,15296.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100604,3.8,70286,5.0,3,45.0,1079,0,3,6056.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100605,3.8,45827,6.0,1,58.6,1306,0,0,10948.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100606,7.0,88123,11.0,1,58.9,916,0,1,8464.0,Low,Mixed,Petrol,North,Manual,Authorized,Low Risk
VH100607,7.6,101362,4.0,6,53.1,994,0,1,18315.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100608,6.7,83760,14.0,2,74.7,2048,2,0,8069.0,Low,Highway,Diesel,West,Manual,Authorized,High Risk
VH100609,0.9,18250,8.0,1,39.6,1144,0,0,3850.0,Normal,Mixed,Electric,North,Automatic,Authorized,Low Risk
VH100610,7.0,90475,13.0,0,54.3,1063,0,0,5236.0,Low,City,Petrol,West,Manual,Independent,Low Risk
VH100611,2.7,43271,10.0,2,34.4,1159,0,2,7461.0,Normal,Mixed,Petrol,North,Automatic,Independent,Low Risk
VH100612,6.1,74793,2.0,5,45.6,1486,1,0,15812.0,Low,Highway,Diesel,East,Manual,Independent,Low Risk
VH100613,1.7,18439,8.0,3,22.9,712,1,1,5197.0,Normal,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100614,6.7,81712,14.0,2,60.6,1472,0,1,8267.0,Normal,Highway,Diesel,East,Automatic,Independent,Low Risk
VH100615,3.3,24584,8.0,1,23.8,1383,1,2,6862.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100616,2.0,33287,8.0,3,12.5,320,0,7,4410.0,Normal,Mixed,Diesel,West,Manual,Authorized,Low Risk
VH100617,7.4,106675,8.0,3,66.9,2183,0,2,7053.0,Normal,Mixed,Diesel,South,Automatic,Authorized,Low Risk
VH100618,6.2,71319,2.0,3,61.4,2010,1,1,11960.0,Normal,City,CNG,East,Manual,Authorized,High Risk
VH100619,3.8,53210,15.0,1,41.3,834,1,1,5825.0,Low,Highway,Electric,East,Manual,Authorized,High Risk
VH100620,9.4,131281,1.0,5,83.3,666,3,1,15798.0,Low,Mixed,Petrol,South,Manual,Authorized,High Risk
VH100621,4.3,62851,17.0,1,38.7,1369,0,1,8287.0,Normal,Mixed,Diesel,West,Automatic,Independent,Low Risk
VH100622,5.6,63666,6.0,3,42.7,509,1,1,12404.0,Normal,Highway,CNG,West,Automatic,Authorized,Low Risk
VH100623,6.2,56244,10.0,2,60.7,1959,0,1,9065.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100624,3.8,59664,2.0,8,34.6,1006,1,3,11327.0,Low,City,Diesel,South,Automatic,Authorized,High Risk
VH100625,6.8,83859,12.0,1,68.5,2093,1,2,6827.0,Normal,City,Diesel,North,Manual,Authorized,High Risk
VH100626,4.1,75315,11.0,3,56.4,821,0,2,10812.0,Normal,Mixed,Petrol,South,Manual,Independent,Low Risk
VH100627,4.4,77839,10.0,1,59.9,1192,0,3,7146.0,Normal,Mixed,Petrol,South,Automatic,Authorized,Low Risk
VH100628,9.2,93730,2.0,2,58.0,1909,0,3,10521.0,Low,Mixed,CNG,West,Manual,Authorized,Low Risk
VH100629,2.7,49869,4.0,0,37.8,1082,0,0,1420.0,Normal,City,Petrol,East,Automatic,Authorized,Low Risk
VH100630,0.5,14418,10.0,2,21.9,1391,0,0,6427.0,Normal,Mixed,Petrol,West,Automatic,Authorized,Low Risk
VH100631,9.8,132705,15.0,2,82.0,1818,1,2,12111.0,Normal,Mixed,CNG,West,Automatic,Authorized,High Risk
VH100632,12.4,220000,4.0,3,98.0,961,2,1,18819.0,Low,Highway,CNG,South,Manual,Authorized,High Risk
VH100633,4.4,43993,4.0,2,43.5,594,0,2,10774.0,Normal,Mixed,Diesel,West,Manual,Authorized,Low Risk
VH100634,0.5,5223,9.0,0,40.8,491,0,1,949.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100635,4.7,48229,27.0,0,43.9,1553,0,2,8769.0,Normal,City,Petrol,East,Manual,Independent,Low Risk
VH100636,4.7,40752,5.0,0,15.6,1452,0,0,6173.0,Normal,City,CNG,East,Automatic,Authorized,Low Risk
VH100637,5.0,62463,6.0,2,61.5,1802,1,0,9357.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100638,2.5,50816,5.0,0,40.0,1107,0,2,0.0,Low,City,Electric,West,Manual,Independent,Low Risk
VH100639,7.1,96572,7.0,7,89.8,506,1,4,13533.0,Normal,Highway,CNG,West,Automatic,Authorized,High Risk
VH100640,6.9,91425,15.0,0,,200,2,2,4777.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100641,1.5,5000,7.0,1,11.2,2741,2,1,3080.0,Normal,City,Diesel,West,Manual,,Low Risk
VH100642,7.4,105159,28.0,1,80.4,1524,0,1,9776.0,Normal,City,Electric,East,Manual,Authorized,Low Risk
VH100643,11.0,204917,8.0,0,98.0,1321,1,0,11897.0,Normal,Highway,CNG,West,Manual,Authorized,Low Risk
VH100644,6.0,73319,16.0,4,54.8,1395,0,1,12814.0,Normal,Mixed,Diesel,South,Manual,Authorized,High Risk
VH100645,4.6,46874,6.0,2,47.5,506,1,0,,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100646,5.1,39356,3.0,3,48.1,837,0,2,12052.0,Normal,Mixed,Diesel,North,Automatic,Independent,Low Risk
VH100647,7.2,90043,7.0,2,73.9,2157,1,1,16270.0,Normal,Mixed,Diesel,West,Manual,Authorized,High Risk
VH100648,0.8,7400,11.0,1,18.9,1592,0,1,2339.0,Normal,Mixed,Diesel,West,Automatic,Independent,Low Risk
VH100649,5.9,83847,5.0,2,87.9,853,1,2,7186.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100650,4.4,56857,,2,41.6,612,1,2,5767.0,Normal,Highway,Electric,East,Manual,Authorized,High Risk
VH100651,10.5,145441,6.0,6,77.1,982,1,1,18723.0,Low,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH100652,5.0,73736,4.0,3,39.4,1086,2,2,8068.0,Low,City,Petrol,South,Manual,Authorized,High Risk
VH100653,10.0,114910,25.0,4,94.1,2316,1,1,9963.0,Normal,Mixed,Petrol,West,Manual,Independent,High Risk
VH100654,2.5,32975,4.0,2,31.5,1152,2,1,1588.0,Low,City,Petrol,South,Automatic,Authorized,High Risk
VH100655,7.1,99269,5.0,3,,631,1,1,14905.0,Low,City,Diesel,South,Manual,Authorized,High Risk
VH100656,6.4,92673,12.0,3,59.5,1220,0,0,15112.0,Low,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100657,3.2,39886,6.0,3,31.2,1387,1,0,13250.0,Low,Mixed,Diesel,South,Automatic,Authorized,Low Risk
VH100658,6.0,84899,4.0,1,52.5,584,1,0,8874.0,Normal,Mixed,Petrol,East,Manual,Independent,Low Risk
VH100659,8.8,113736,5.0,2,82.4,1459,2,1,8749.0,Low,Mixed,Petrol,East,Manual,Independent,High Risk
VH100660,4.6,49677,21.0,2,40.5,1879,1,1,6738.0,Normal,Mixed,Petrol,East,Manual,Authorized,Low Risk
VH100661,0.9,10334,11.0,1,24.5,1322,0,1,0.0,Normal,Highway,Petrol,North,Automatic,Independent,Low Risk
VH100662,5.5,61236,12.0,2,51.8,836,1,1,4054.0,Low,Mixed,Petrol,West,Manual,Independent,Low Risk
VH100663,3.1,43303,9.0,1,33.4,975,0,0,6357.0,Low,City,Petrol,West,Automatic,Authorized,Low Risk
VH100664,4.6,67664,10.0,2,35.5,387,1,2,9865.0,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH100665,5.3,71768,6.0,0,36.9,1180,0,0,12537.0,Normal,City,Diesel,West,Automatic,Independent,Low Risk
VH100666,0.9,5000,8.0,0,50.1,1412,0,0,,Normal,Highway,Diesel,North,Automatic,Independent,Low Risk
VH100667,1.1,20971,2.0,0,41.9,784,2,0,0.0,Normal,Highway,Petrol,South,Automatic,Authorized,Low Risk
VH100668,6.8,46161,13.0,1,54.4,2259,0,1,8480.0,Normal,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH100669,4.1,25209,6.0,1,20.6,1662,0,1,5536.0,Low,,Petrol,South,Manual,Independent,Low Risk
VH100670,0.5,7047,3.0,1,18.0,318,0,2,1628.0,Low,Mixed,Diesel,East,Manual,Independent,Low Risk
VH100671,7.6,85494,9.0,3,52.5,328,0,1,13190.0,Normal,Highway,Diesel,West,Manual,Authorized,Low Risk
